Influent NH4+-N,Influent TN,Influent Flowrate,DO of Zone 5,TN of Zone 5,COD of Zone 6,TN of Zone 6,DO of Zone 7,COD of Zone 7,TN of Zone 7,Energy Consumption,External Carbon Source,Effluent TN
30.36866445,38.05205318,45858.47884,8.454032558,15.21498338,69.7095815,6.491849827,0.08,49.24768772,7.778390694,18202.99668,3.921368786,5.947765448
31.15117955,36.93366646,35972.40282,8.990359872,14.41627348,63.78112717,7.197117188,0.08,43.72894825,5.851479362,18064.53419,4.048236678,5.654646134
12.96404927,16.15262542,67083.72514,10.42865185,11.43632923,32.3383869,6.497135778,0.13,25.95186842,4.928613998,21104.49384,1.893221388,5.785841994
13.12898641,15.12840544,67005.56489,9.800803766,12.15029049,33.49673981,7.379754643,0.139289864,24.09883805,5.457717865,21037.42738,1.82,5.465
11.45182705,13.25548114,66945.50881,10.56323773,13.06436163,29.5352453,5.656644343,0.13,25.13563837,5.14684088,20723.88994,3.377560055,4.876161012
20.4031538,21.79527789,47569.3229,9.569370959,22.91732013,31.61260662,12.07244291,4.668345543,16.00866006,9.777165016,14380.94442,1.794567857,6.050472211
22.43466838,22.66512116,43040.42058,10.0527414,21.53046955,35.97324031,13.23853681,4.241870797,15.23559313,9.654199833,14199.26691,2.324050998,5.931457598
17.60863802,20.26280149,52771.17882,8.9834241,24.72023354,26.15879355,10.76533068,5.276828819,16.91011677,10.00252919,14687.4397,1.177070013,6.203719851
15.72466099,18.81155009,44352.52541,8.788439178,32.6043703,59.07939714,6.418002147,7.010031216,28.60187299,7.321321828,16479.31324,3.655015608,5.192341234
23.48977405,22.85272302,44864.03537,7.919640824,34.26454227,51.83864433,6.298061943,6.989136735,28.27410206,4.785883523,16255.59096,3.657795481,5.891500584
19.96144776,20.79586794,44786.39383,8.520288116,33.35519327,55.53980314,6.074768789,7.015394238,28.92365426,5.830401927,16361.32677,3.657697119,5.594567825
28.28295676,32.40581517,65598.83501,5.821088542,19.19724235,54.34127203,10.27939417,0.124294559,41.87361243,8.573012357,21893.62472,4.172802103,5.973905654
26.93691535,30.52790326,65715.95312,7.580926883,18.35944558,51.36932465,9.599809489,0.13,40.43691535,7.659896186,22109.01209,4.11,5.785
30.54293044,33.27146522,56732.45661,8.061834919,17.23948996,42.9435642,11.45388562,0.13,37.94382073,7.4196303,20622.48378,3.351732307,5.187006186
10.74634344,12.49899703,65947.34641,10.13549519,15.00430422,41.96957812,8.492770532,0.13,25.3311325,5.853042188,20265.06477,2.720200594,5.908880093
10.96485187,12.25405925,66527.54521,10.49944594,14.12435552,31.89226623,6.161700649,0.13,24.67029627,5.386771834,20432.42593,3.739694115,4.8170681
10.90086908,12.59222191,65960.17382,10.03558951,14.82449304,41.72304458,8.397550696,0.131671495,25.0406286,5.827550696,20300.14485,2.663111236,5.890603994
15.90720797,18.85360398,53731.71684,10.58154653,17.40275246,32.53263373,6.007378273,4.745635644,16.83263373,4.382673306,13493.26337,2.28,5.23
15.35658072,18.5283194,53805.40705,10.46217612,17.54554458,31.93380016,5.517127952,4.698630352,16.00108882,3.969279458,13428.80151,2.292359974,6.005932005
15.26772551,18.56427822,53626.35281,10.66267607,17.60777239,32.0043704,5.45983997,4.853027452,16.16045914,3.986089118,13377.69328,2.284617121,6.00172866
30.03892355,33.82415494,47666.86436,7.946708255,14.66307849,48.00700711,8.050976352,0.118423038,41.54492964,6.516432614,17862.07747,3.579775133,4.644455246
28.88243261,33.96076732,45302.61034,7.419882423,17.03487349,56.14795105,9.582401683,0.074782041,43.14729784,9.514476763,18086.92244,2.534860425,5.910422855
27.11842147,28.53004974,53273.33738,8.342717278,14.86309686,60.42625392,5.877852095,0.127184817,40.05722252,5.766291625,19422.3377,3.25913691,5.068439529
34.21584195,39.74424693,40469.93931,6.693185199,30.54230123,64.59760989,12.08893827,0.07,45.26159018,10.13557531,18881.01729,3.19,5.86
36.54267542,37.98930228,27539.73949,5.480845187,31.15155305,63.22502547,12.52689465,0.023354849,40.32452905,10.35760718,18085.69909,3.204853915,6.01017923
35.26894988,42.18188702,31706.01639,6.968523465,20.4628624,63.9098934,10.14847813,0.078873667,41.59726014,6.457701999,18011.26333,3.19,5.68
32.29962512,33.0631707,38132.29704,5.827927601,23.765543,55.844819,16.30299614,0.988027472,38.81872657,10.27223465,11959.3258,2.418596766,5.920199742
38.27932355,39.13239656,40087.92993,5.672966421,25.1388755,55.53481998,18.47038036,0.806863165,39.30557696,11.22220805,12909.77294,2.139518204,6.040454696
30.70561825,31.48576806,37712.20981,5.874419468,23.41685399,55.96104867,15.75505627,1.016254677,38.71910114,10.02981278,11750.1124,2.475715346,5.883670418
22.74931234,28.87661337,39611.45832,7.167913417,18.46585806,44.56884481,12.83993678,0.141360159,40.85248416,9.480738339,17413.09674,2.777022539,6.091786478
22.45756141,28.71766553,40496.36768,7.028877739,18.84666259,44.56953286,13.06932641,0.132038614,40.56060363,9.340818912,17679.00662,2.677874181,6.072571208
23.22203465,28.70167589,39922.92669,7.019030269,18.80569909,44.41318769,13.09501393,0.086404634,40.86234005,9.466768115,17809.5608,2.753511653,6.068268853
19.8623137,23.5471331,47603.64121,1.539347056,30.09294013,64.52197526,11.5148093,1.541995447,33.82930035,8.586486493,16709.10836,3.830092825,5.811385453
24.05136692,25.67123081,53044.33359,2.160068056,28.28904141,66.90547929,9.919419204,0.863287576,37.82191717,7.8978775,16787.26035,4.002482696,5.160651174
19.14621449,22.64258672,48361.38725,1.431932173,29.50875392,65.53958994,12.0462303,1.119873803,35.18611992,8.989763421,16822.17666,3.744349366,5.952720825
32.48484505,31.483206,35470.68619,6.58511646,24.30887934,36.57693929,23.61863513,1.609602502,27.92498321,12.64614777,14312.35796,2.560960213,6.149285135
32.33833857,31.61288196,36142.13963,6.679189659,24.34623712,36.24920953,23.56128893,1.692354016,27.74327683,12.66329886,14236.55885,2.617989805,6.187840153
32.11973793,31.64975686,35744.39078,6.61298128,24.2307068,36.81865865,23.48959186,1.576997176,27.6955336,12.71858548,14237.21415,2.553016184,6.189415756
24.49698102,29.06201729,44900.3019,2.046076915,30.93985491,61.28834542,9.671040644,2.811040644,29.0466183,7.835410712,16781.72712,3.976009441,5.603256882
27.61222651,33.32389226,44121.45597,2.47457768,29.66210884,60.37433536,9.645366244,2.59093326,28.3364442,9.118366795,17280.57878,3.810205277,5.933700497
28.4794245,32.19505319,47933.85163,2.42,28.29138746,63.49122982,9.294146629,1.959871891,31.82041785,8.552806459,17441.75404,3.819729012,5.724864009
29.28237028,31.56386327,25842.82207,5.868776556,27.3035429,30.17461541,6.951683382,6.362296623,30.31421622,6.352185202,7473.216848,0.741589191,6.253840289
29.51528065,31.36169633,26352.50223,5.880114906,27.11770859,30.2634106,6.734638213,6.187261927,30.32567915,6.265579089,7434.435004,0.864612557,6.221064249
29.48443865,31.50446465,26229.71081,5.932242157,27.54888264,29.98310629,6.851648166,6.356540637,30.62934134,6.232832749,7411.947468,0.838869104,6.225866979
27.39280814,30.49400679,64654.04116,9.100359593,17.79880136,36.28938408,7.609417865,0.13,38.62191783,7.688475991,22389.64041,3.560205502,5.97648971
30.57971694,33.14976412,56447.02844,8.62755897,17.01014153,38.31102574,10.8244103,0.13,37.31014153,7.364380914,20717.74768,3.19,5.625
25.7347109,29.11225909,66046.84284,9.183264455,17.52245182,47.67498513,8.858517786,0.13,39.06407709,6.876008342,22306.73555,4.068688656,5.62828929
15.48420176,18.28602862,52782.86874,8.726018269,26.21671166,21.84895158,10.4787212,5.472310565,15.11004769,10.33890389,14740.36537,0.91,6.3
17.87349202,21.49448973,45456.63349,9.529895666,24.72817085,28.85197262,12.72598631,4.382256274,18.91382459,10.59116401,14609.50114,2.509791331,5.484137592
17.06338401,19.517077,54124.60236,10.24749092,18.36862189,32.58983814,7.985955864,4.89320059,18.46092202,6.252372738,13874.67778,2.046045118,4.785678276
9.76216265,10.0201288,28319.94513,8.705882961,17.41982756,31.60323553,10.66602685,4.493843368,24.82390555,10.42488015,9522.652847,2.451884716,6.284317458
9.104201523,9.751019341,28438.41418,8.681938758,17.79773633,31.5751721,10.49604493,4.425733712,24.94633508,10.5300397,9678.185941,2.419194986,6.288393455
9.665597323,9.967241443,27511.77248,8.551532838,17.43449914,32.02187283,10.4659805,4.541164428,24.79613288,10.39967891,9579.2071,2.386437298,6.266260043
24.80197337,27.53964523,45352.40578,7.867711758,33.46784924,48.59802663,7.783135274,6.887356985,25.38126382,6.406567637,16422.24834,3.255128594,4.79857874
23.50437378,26.99443211,46020.5922,8.232624271,34.57375729,50.01371841,8.734850048,6.914811163,23.65367952,6.845029164,16642.50486,2.780238821,6.293816996
23.06302704,26.96330632,45783.25046,8.084342348,34.6,47.9518289,8.686107214,6.91,22.90840542,6.97913153,16645.43423,2.821932429,6.330027927
14.54391113,16.64990642,49090.82895,8.788414539,26.99709593,19.78782226,11.01489465,5.30837469,11.98278694,10.64255268,14594.93208,0.981548029,6.309110064
14.2704989,16.0417279,49375.25654,8.785086125,27.29059483,19.64345477,10.73819037,5.272224977,11.41786823,10.65445824,14519.36607,0.849256827,6.325028711
15.97988669,18.99722873,53994.2796,8.72817342,25.82878433,22.90497599,10.32786057,5.508948147,16.29538121,10.20959478,14783.46841,0.91,6.3
27.12646855,32.41617137,40886.54111,6.717208026,17.86838286,54.6014512,10.36142533,0.073419143,35.75953688,9.553742193,17919.67001,2.567715945,5.987795444
26.86627049,30.68427859,40046.37856,7.222660289,17.87349314,49.59780319,8.184849483,0.067337684,30.27762284,7.630472024,18155.09269,1.380745031,6.324745503
26.582501,31.37899162,39871.34208,7.286864806,18.09696105,49.67530617,8.081594767,0.14393992,29.95342616,7.540705515,18202.89612,1.400469047,6.304058847
24.56310373,29.35942154,45629.93874,8.833707515,14.41669648,70.88401905,7.117379254,0.08,48.55430828,6.746328261,18312.47764,5.345799047,6.207468696
26.82573426,30.56171033,48210.40834,8.72134131,15.35890302,60.84341057,7.534268262,0.08,48,7.49332985,18400,3.440218386,6.157231612
22.61209682,25.58657215,46523.93803,8.97517489,14.39433542,67.54461711,7.585034978,0.08,48,6.533838914,18400,5.298280198,6.314608432
15.15404634,19.08840293,10369.36807,7.931399582,24.24596509,46.1977939,6.797177538,5.458394455,26.14456026,8.847328741,4145.975462,0.730809637,6.322143602
15.09682019,18.94444817,10390.4136,7.937254299,23.95973334,46.28426383,6.81167088,5.484397839,26.87488477,8.796205739,4158.945956,0.86094394,6.356496006
14.98457209,19.13276365,9855.860086,7.882135962,24.35540221,45.62776185,6.768874069,5.497999067,26.51190839,8.771045784,4230.365365,0.829778624,6.338975714
44.28297419,45.46390099,3881.087338,5.490479503,23.15530662,37.92443134,10.33902277,2.122204671,26.82603227,8.355122163,8009.003118,6.511806787,6.394610051
44.10335461,46.06842611,4453.091707,5.40953717,23.29036099,37.43561637,10.29153401,2.046665319,26.87900524,8.347664664,8093.051601,6.588924148,6.384520249
44.09105673,45.67285914,4488.016919,5.460981331,22.85123472,37.54788305,10.23337133,2.083641774,26.95387561,8.243285217,8158.902717,6.591913521,6.369152478
32.08378947,36.42027631,32535.55206,9.13851272,14.90811403,59.22163157,7.776622367,0.08,41.44324561,5.415948243,18001.35088,3.483376756,5.652163157
41.38579274,47.30108396,31831.51438,7.708213616,18.77388351,71.8611649,10.67121838,0.08,40.04330106,6.892016188,18307.64561,2.683355976,5.741122995
36.74490903,40.56631823,31059.55614,8.360913662,19.41122726,70.71540854,8.535770427,0.08,43.2,6.714020509,17872.45452,2.791645386,6.067440953
22.46331691,25.78634124,45433.27795,8.234712196,33.46907299,51.87912227,9.124458578,6.900575608,23.4,7.152624423,16697.69757,2.952048815,6.352409763
22.70186712,24.12211849,44022.05711,6.970531443,34.5364452,50.5174507,8.413116716,6.882211849,24.6461041,6.009285485,16350.59247,3.54825493,5.870405755
21.57007096,24.00038233,44780.37411,8.245871108,32.41135988,53.91212455,8.983757573,6.90526488,24.08104851,7.047695298,16683.63736,3.245188413,6.345985808
39.86585317,40.41867087,45712.0193,0.985490506,12.57418862,76.76197755,11.9042174,3.062350959,38.74365883,6.798939446,15041.28398,2.03639006,6.413190988
39.76973984,40.37571394,45709.60992,0.983049026,12.38020762,76.12670895,11.87751046,3.036057806,39.12654909,6.935788754,14938.59953,1.991071181,6.420139239
39.58725813,40.63628857,45792.04823,0.948970189,12.65268442,76.64461661,11.85175505,3.037580672,38.95489442,6.918716718,14989.22654,2.05203632,6.427008877
22.58022171,24.56780046,44007.8603,6.8231091,35.04406651,46.82314179,8.05982993,6.887796674,23.88247667,6.007234829,16328.36231,3.530450992,5.901922403
18.34194335,23.56991766,45253.76604,7.002025692,33.64894598,40.10350132,8.825319828,6.981329051,22.17413373,6.653494071,16437.3419,3.627484848,5.226427207
23.10600867,26.98658803,45810.47216,8.098669555,34.6,48.1434553,8.704195314,6.91,22.95675975,6.976266089,16646.86696,2.813873375,6.328057936
36.53316397,37.23432508,27232.30414,6.324154575,23.50116111,31.98051525,19.43457912,5.875573306,23.48980409,12.84270686,12424.46301,1.940378817,6.242619734
38.06099655,38.60719412,24513.64296,6.241019306,23.53323858,31.47875887,18.60736321,5.437244292,22.22399841,11.25175871,11649.42802,1.623949532,6.440455071
37.62276505,38.49431561,24458.25418,6.192461418,23.30747365,31.10576932,18.61244202,5.440874202,22.178719,11.36587277,11632.94971,1.678686407,6.444225454
11.12316344,18.73002525,65831.46575,10.32477596,10.95848847,19.72428211,5.754130619,0.132428211,21.12297256,5.561148628,20512.14105,2.059032823,5.34556169
22.10943959,24.13516531,22309.30577,8.322111669,20.12433953,43.23085887,11.59064661,0.054646596,35.37867491,7.756932199,17402.59295,6.388907466,5.577113647
27.31264841,28.1617149,46244.02415,3.824023973,14.83992888,42.41856507,10.47888429,2.214293733,28.37063685,10.11082019,15753.86303,1.96537411,5.142550402
22.73900852,24.12005508,44003.3007,6.936897843,34.59834753,50.42253379,8.386705055,6.882005508,24.67911868,5.97296945,16340.27541,3.557746621,5.85637456
32.89912611,38.20474799,32407.27032,8.778400823,15.30562189,59.51168072,7.332729397,0.08,41.02510924,5.315540341,18028.13865,3.252123514,5.55
13.94317595,17.6992124,67521.39087,8.982703393,12.56089233,21.2188982,8.105800166,0.137217847,20.39711353,5.484514453,20536.08923,1.37,5.1
26.21128586,28.94442856,66699.04299,8.800999904,18.33357163,41.20899818,8.376499857,0.13,35.82128491,7.654685922,22049.92851,2.837413973,5.222114193
15.3,17.7,43860,7.43,33.5,42.2,6.85,7.07,24.6,4.18,16640,3.65,3.32
25.8,27.8,44810,7.59,32.6,47.6,6.95,6.87,26.9,5.99,16240,3.65,3.64
15.3,21,46041,6.53,32.6,41.1,9.89,7.06,23.8,6.15,16280,4.11,3.91
21.8,23.8,52850,10.23,18.5,31,9.23,4.15,15.3,7.22,13900,2.74,4.17
29.9,33.5,47060,7.78,14.2,45.9,8.22,0.13,39.6,5.97,17700,4.11,4.23
17.4,21.6,67130,12.83,12.7,34.3,11.4,0.08,29.8,6.07,21650,2.74,4.29
22,24.4,65140,13.2,13.5,42,10,0.08,33.2,7.54,21650,3.19,4.34
11.1,12.2,66760,10.64,13.8,28,5.34,0.13,24.4,5.23,20500,4.11,4.39
21.9,26.8,45331,2.69,26.5,54.1,10.2,1.24,28.2,8.98,19720,3.655,4.44
39.2,41.1,27140,5.14,17.2,63.4,26.1,2.9,41.5,25.1,13440,14.9855,4.45
17.2,19.5,53940,10.56,16.9,34.4,7.53,4.76,18.7,5.46,13680,2.28,4.48
19,22,64700,10.3,12.4,30.5,8.91,0,24.2,5.76,20400,2.28,4.5
14,14.7,67000,10.48,15.1,32.4,11,0.13,23.8,6.81,20600,2.28,4.55
35.1,40.2,42340,7.92,28.3,47.4,9.27,0.07,40.8,7.86,18950,4.11,4.6
14.6,16.4,66150,8.86,12.2,24.9,5.76,0.13,24.8,5.6,20500,1.37,4.65
26.2,26.8,54249,8.3,14.5,61.9,5.44,0.14,37.9,5.07,19700,3.65,4.81
25.4,26.2,36300,8.48,21,43.9,11.4,0.75,34.5,3.05,12160,2.504,4.86
24.7,26.6,65490,7.99,18,46.2,10.5,0.13,34.4,7.59,21600,2.74,4.86
25.8,26.9,54249,2.42,28.1,67,9.09,0.92,38.2,7.43,16740,4.11,4.87
12.6,17.1,45070,8.29,32.2,52.2,10.5,7.03,27.3,8.87,16320,4.11,4.87
26.7,28.9,67130,8.49,19,35.3,7.91,0.13,33.2,8.33,21850,1.82,4.92
12.8,13.9,19240,8.5,26,50.6,5.52,5.71,29.6,6.61,6080,0.688,4.97
19.7,20.3,69970,14.96,13.3,47.9,5.76,0.08,31.8,5.13,21700,3.19,4.97
14.2,14.7,66620,9.11,12.9,34.3,8.59,0.15,21.1,6.02,20850,1.82,5.02
31,33.5,54920,8.54,16.8,40.5,11.7,0.13,37.1,7.17,20350,3.19,5.02
37.2,40.7,24920,7.89,26,34.1,21,4.85,23.4,16.1,11400,2.204,5.08
17,19.6,65730,10.58,11.1,29.9,7.38,0.13,22,4.71,20600,2.28,5.13
27.1,28.1,45790,3.86,14.8,42.6,10.5,2.26,28.1,10.1,15860,1.944,5.14
18.5,22.3,41390,9.87,24.4,31,13.8,3.89,19.6,10.8,14520,3.19,5.15
21.8,24.6,54499,3.29,25.5,55.4,8.18,2.63,32.4,4.87,17820,4.11,5.19
15.7,18.8,44350,8.79,32.6,59.1,6.42,7.01,28.6,7.33,16480,3.655,5.19
36.1,39.1,55101,8.51,19.8,41.7,15,0.14,36.2,7.44,20200,2.74,5.23
30.3,34.4,20050,9.65,26.3,38.4,6.17,6.56,33.7,6.01,5940,0.696,5.24
10.3,18.9,65120,10.74,10.4,19.7,4.71,0.13,21.9,5.6,20500,2.28,5.28
35.1,42.7,32231,7.16,19.1,64,9.85,0.08,41.8,5.97,18000,3.19,5.34
22.2,26.5,45130,1.89,32,61.2,9.78,2.92,29.4,7.27,16340,4.11,5.35
23,29.7,43680,2.58,32.1,58.2,10.1,2.67,28.6,8.98,16200,4.11,5.4
14,14.9,64870,8.99,12.4,31.2,8.01,0.16,23.3,5.65,20750,2.28,5.44
23.2,25.9,36740,9.24,18.3,46.5,12.1,2.72,31.7,5.74,13540,2.6,5.52
31.5,35.8,32740,9.22,14.3,58.2,7.7,0.08,41.2,5.18,18050,3.65,5.55
34.7,41.3,31979,8.21,16.6,61.2,6.86,0.08,40.8,5.49,18000,2.74,5.55
13.69,18.2,68050,9.03,12.7,19.8,9.01,0.14,18.7,5.44,20550,1.37,5.55
25.6,29,66160,9.19,17.5,48.6,8.96,0.13,39.1,6.81,22300,4.11,5.6
22.8,25.2,66530,10.3,13.2,44.4,8.33,0.13,27.7,6.44,20500,2.74,5.6
22.1,23.8,22451,8.27,20,43.1,11.7,0.13,35.4,7.65,17400,6.39,5.6
32.2,33.2,36190,6.75,23.8,33.4,21.9,7.31,27.3,17.4,14860,2.81,5.63
42.1,48.2,31940,7.59,18.7,72.6,11,0.08,39.6,6.86,18400,2.74,5.65
19.1,22.8,66500,9.44,15.1,67,7.17,0.13,38.4,5.55,22000,3.65,5.65
25.1,30.5,46670,4.6,15.8,59.3,9.51,3.8,31.6,5.46,16180,1.944,5.67
33.7,40.1,43261,6.96,30.4,64.9,12,0.07,46.4,10.1,19050,3.19,5.7
22.7,24.1,65839,9.15,13,28.2,9.69,0.13,23.2,7.7,20600,1.82,5.7
29.7,30.8,66010,8.63,17.4,22.3,12.2,0.14,28,10.2,20100,2.28,5.7
23.1,24.1,43821,6.61,35.2,49.5,8.13,6.88,25,5.62,16240,3.65,5.72
15.3,17.6,65870,8.97,12.5,21.7,6.12,0.13,24.4,5.6,20750,1.37,5.76
37.1,40.3,31060,8.21,19.5,74,8.7,0.08,43.2,6.39,18050,3.2,5.81
27.4,33.1,41290,6.43,17.8,57.2,11.5,0.07,38.7,10.6,17800,3.19,5.81
17.6,21.4,47510,3.55,18.1,41.9,10.3,4.23,27.1,14.9,14820,2.63,5.83
28.8,29.6,37210,5.93,23,56.1,15.1,1.05,38.6,9.74,11500,2.544,5.84
29.3,31.6,45250,3.68,13.1,21.4,16.5,1.55,22.6,11.8,16420,2.04,5.88
30.3,39.7,43860,8.43,14.7,77.4,5.97,0.08,49.9,7.49,18100,5.02,5.91
12.2,15.5,67340,10.4,11.5,32.8,6.33,0.13,26.7,4.97,21200,1.82,5.91
22.6,23,43480,10.03,21.5,35.9,13.1,4.19,15.3,9.6,14140,2.28,5.93
23.6,22.5,45159,8.29,34,52.5,5.78,7.02,29.2,4.55,16260,3.66,5.94
28.4,32.2,65230,5.82,19.3,54.4,10.3,0.13,41.9,8.59,21900,4.11,5.97
10.6,12.4,65900,10.12,15,42.4,8.38,0.13,25.4,5.81,20250,2.74,5.97
15.4,18.6,53650,10.59,17.6,31.8,5.41,4.74,16.1,3.96,13420,2.28,5.98
30.5,34.9,49681,8.5,16.2,55,7.49,0.08,48,8.33,18400,1.82,6.02
36.6,38.1,27570,5.46,31.2,63.2,12.5,0.07,40,10.3,18100,3.19,6.02
38.4,39.1,39740,5.65,25.1,55.4,18.4,0.88,39.2,11.2,12760,2.2,6.06
22.7,28.7,40020,7.06,18.7,44.4,13,0.08,40.9,9.48,17650,2.74,6.07
18.4,21.7,49151,1.32,28.9,66.6,12.6,0.68,36.6,9.41,16940,3.655,6.1
32.1,31.4,35790,6.62,24.4,36.5,23.5,1.63,27.8,12.7,14200,2.548,6.17
30,35.2,44350,2.42,28.4,61.5,9.41,2.55,28.2,9.19,17840,3.655,6.21
29.4,31.3,26130,5.9,27.3,29.9,6.83,6.28,30.5,6.23,7440,0.824,6.23
28.6,31.5,63640,9.04,18,28,6.7,0.13,38.3,8.28,22450,3.19,6.23
16.4,19.6,55021,8.73,25.5,23.8,10.2,5.54,17.3,10.1,14820,0.91,6.27
9.45,9.91,28000,8.62,17.6,32.1,10.5,4.46,24.9,10.4,9600,2.4,6.28
23.5,27.2,46060,8.23,34.6,49.9,8.87,6.91,23.4,6.95,16660,2.74,6.31
14.1,16.3,49400,8.72,27.3,18.9,10.9,5.37,11.8,10.7,14620,0.91,6.33
26.6,31.1,40110,7.27,18,49.6,8.17,0.08,30.1,7.54,18150,1.37,6.33
22.2,25.1,46359,9,14.3,68.2,7.59,0.08,48,6.44,18400,5.48,6.33
15.2,19.2,10270,8,24.2,46.3,6.8,5.46,26.5,8.8,4160,0.808,6.34
44.1,45.7,4030,5.42,23.1,37.5,10.3,2.1,26.9,8.26,8140,6.579,6.39
36.3,40.9,31059,8.55,19.3,66.6,8.33,0.08,43.2,7.12,17650,2.28,6.39
21.3,24.2,44730,8.24,32.2,54.1,9.41,6.89,23.4,7.38,16740,3.19,6.4
39.7,40.6,45580,0.94,12.5,76.4,11.9,3,38.9,6.9,14980,2.04,6.42
21.1,25.9,44540,7.43,34.6,39.2,7.86,6.91,20.7,7.11,16580,3.19,6.42
38,38.6,24200,6.18,23.4,31.5,18.6,5.39,22.2,11.3,11600,1.646,6.45
22.8,24.6,35139,11.29,18.1,64.2,12.8,5.08,21.7,11.9,13640,2.741,11.1
35.9,41.8,27959,5.36,18.7,64.8,9.65,5.65,25.6,12.6,13660,3.19,14.1
29.4,44.1,39129,6.48,29.5,49.7,6.08,3.83,28.4,5.93,14180,3.19,10.7
37.4,40.3,34449,0.18,28.4,97.3,21.7,9.8,38.3,13.1,18150,5.02,11.6
38.2,43.3,60119,3.07,23.7,62.9,13.9,0.07,39.8,10.3,21300,4.56,7.7
35.2,46.5,56770,8.39,22.1,43.7,14.4,0.13,40.7,10.3,18700,2.74,9.38
26.1,30.3,31310,3.76,23.3,60.1,15.5,6.04,28.3,14.9,16760,2.74,14
36.7,46.6,39401,5.81,30.5,75.2,17.4,0.09,59.6,16.9,15000,3.2,12.3
24.1,26.7,39150,7.45,22.7,66.6,10.2,0.09,38.2,11.4,20400,2.74,7.33
29.2,31.4,19600,1.14,18.8,43.7,8.34,4.79,29.1,10.2,10280,2.55,8.29
22.3,23.9,68380,8.06,17.5,38.2,14.7,0.14,33.1,8.75,20800,2.28,8.85
24.1,37.2,32169,9.36,15.4,21.9,7.94,7.22,19.2,9.49,14440,0.91,9.21
40.3,41.4,33391,6.85,19.3,56.1,7.37,5.49,23.6,9.6,13720,3.19,13.1
27.1,35.3,46349,6.7,25,72.5,8.54,0.09,46.1,11.1,17560,3.19,8.33
27.6,32.1,56911,7.16,24.9,54.9,14.7,0.07,37.9,12.2,21200,4.11,9.38
44.9,71.4,23330,8.24,13.6,58.6,21.1,5.65,26.7,15.1,12840,3.65,9.44
34.8,50.5,29209,7.62,26.5,41.4,13.9,3.26,19.8,17.9,13740,3.65,9.08
25.9,37.6,40151,10.74,15.1,34.3,13.2,5.32,14.1,10,13640,2.28,9.01
55.6,66.2,27260,6.12,24.8,55.3,18.3,2.07,33.2,14.3,14260,13.889,9.63
34.2,36.7,39990,6.1,28,54,15.2,4.67,22,12.7,14080,1.82,8.6
20.8,23.8,36620,3.47,31.9,70.4,15.2,7.86,33.6,12.5,16960,3.65,12.3
30.5,31.4,65571,8.01,19.7,33.8,13,0.14,32.1,11.7,20950,2.74,8.17
35.4,36.7,36080,5.84,23.2,33,25.5,3.88,25.3,19,16060,2.64,10.9
49.23,63,29610,8.71,32.7,67.3,10.5,5.15,27.3,10.4,13240,3.65,11.4
36.4,40.4,34161,5.9,37.6,83.2,23.9,0.09,65.2,20.1,16180,4.11,14.1
24.7,30.2,45060,6.67,19.9,52.5,16.9,2.95,20.4,13.8,14560,3.19,11
50.4,51.5,27000,5.3,21.8,42.2,22.2,1.76,28.4,19.4,15640,10.5995,12.2
16.6,19.2,45879,9.17,34.5,40.5,9.25,7.09,20.9,7.38,17540,3.19,11
35.9,37.6,36860,3.24,17.3,77.3,28.6,3.27,44.9,23.2,15300,2.86,12.8
18.9,23.4,36780,9.35,15.8,78.8,4.81,0.08,40.7,4.23,18950,2.74,9.54
27.2,30.1,34010,6.16,22.6,71.2,13.2,0.08,42.4,11,17750,2.28,9.43
33.5,38,38240,7.3,23,43.6,14.2,2.48,31.3,5.57,11740,2.744,7.44
24.1,27.7,27531,11.03,23.5,65.2,18.1,5.14,19.9,14.9,13740,2.74,9.03
22.3,22.8,23789,11.65,17.7,108,11.7,3.87,31,7.63,12720,2.28,11.5
28.6,30.7,55421,15.53,17,51.7,11.6,0.17,39.5,9.59,17150,3.19,8.17
34.36,40.26,0,5.27,20.9,46,5.98,2.71,35.2,11.2,5320,6.218,11.894
28.3,30.6,37800,4.25,25.2,65.3,20,1.48,39,15.4,12320,2.692,11.3
25.7,35.1,40300,4.47,11,62.6,15.4,2.35,29.5,14.2,17100,3.65,13.7
24.6,30.6,46910,7.09,24.7,61.7,16.7,0.09,52.5,12.4,16540,3.655,10.8
32.3,41.8,0,7.81,21,70.8,7.33,0.07,48.8,7.65,7150,1.82,8.38
21.5,26.2,45500,1.56,12.4,39.7,14.4,4.57,22.8,14.9,14900,2.67,12.1
25.3,28.2,45069,5.1,24,79.2,14.7,0.42,25.9,13.1,17660,3.655,12.3
57,58.4,23720,8.6,19.8,77.7,13.5,3.89,42.7,8.51,13340,5.94,7.22
39.8,49.8,24170,9.33,17.1,112,15.5,4.22,34.9,7.63,13160,3.19,7.22
19.8,45.7,36950,3.66,6.83,67.6,18.3,2.93,30,18.8,13840,3.66,12.7
19.9,26.3,45051,7.89,23.6,60,13.2,1.02,27.2,13.1,14060,3.2,11.276
51.1,52.1,30310,9.1,27.8,143,20.7,0.2,50,12.8,20350,3.65,11
40.7,53.2,27970,1.3,27.2,48.6,13.9,5.3,20.8,17.1,13700,3.2,12.5
10.8,23.7,48420,10.5,20,51,5.26,4.3,25.3,4.07,15160,3.19,8.72
26.9,29.1,40990,2.74,30.9,56.1,9.67,3.23,26,9.41,15940,4.57,12.5
